NazwaPodmiotu;Nip;Przeważająca działalność gospodarcza
MANUFAKTURA 2;8990016776;
ENDRIU USŁUGI BUDOWLANE;6111713249;
USŁUGI TRANSPORTOWE;6111739148;
JB+;6131583100;
HERKULES PRZEDSIĘBIORSTWO HANDLOWO-USŁUGOWE;6111692547;
JG BROKER;6112710655;
JG GOLD;6941644508;
JG24 TEAM;6112451751;
JHB;6112531533;
JM TECH;6612148582;
JMZ;6111008232;
Consulting;7812053042;
- fizjoterapia niemowląt, dzieci i młodzieży;6112835919;
GIT BUT;6112764326;
JOANNA NAILS STYLIZACJA PAZNOKCI -;6112559827;
WSPÓLNIK SPÓŁKI CYWILNEJ P.PH.U. UNITECH;6111187619;
EL-PROJEKT;6111156234;
- PORADNICTWO LOGOPEDYCZNE I PSYCHOTERAPIA;5321205553;
FIRMA HANDLOWO-USŁUGOWA JOLA;6112248257;
INDYWIDUALNA PRAKTYKA LEKARSKA;8942548162;
PRYWATNY GABINET OKULISTYCZNY;6111053089;
SimpleArt;6112835629;
JUPITER;6111631652;
FIRMA USŁUGOWA;8941935916;
FIRMA HANDLOWA;6111357903;
FIRMA BUDOWLANA PROMETEUSZ;6111192454;
Just Beauty SALON KOSMETYCZNY;6941621648;
JUSTA;6111391403;
KOBIA PRACOWNIA TECHNIKI DENTYSTYCZNEJ;6111713261;
FIRMA USŁUGOWA;6111098809;
JW -;6111002979;
JZStudio;6112835316;
K27 TEAM;6112720145;
K3 STRUCTURE;6111003186;
P.H.U. WIESIA;6112016558;
BOG-RAJ FIRMA HANDLOWO-USŁUGOWA;6111017449;
MARKO;6131134997;
PRZEDSIĘBIORSTWO USŁUGOWO-HANDLOWE;6111084138;
KADA SERWIS;6112497500;
KAIZEN;6111839329;
PRZEDSIĘBIORSTWO HANDLOWE FIT-SPORT;6111602805;
RENOWACJA KALINOWSKI;6111729256;
A K BROKER;6111745640;
FIRMA HANDLOWO-USŁUGOWA KALISZ;6111027560;
KALTECH;6112213023;
WARSZTAT SAMOCHODOWY;6111106294;
KAMAK;6112832996;
KAMALANI;6112306581;
KAMATO;6112113847;
KAmeble;6112646101;
PRACOWNIA USŁUG PROJEKTOWYCH PROJKAM;6111118446;
ZAKŁAD KRAWIECKI-USŁUGI;6111033141;
KAMIENIARSTWO;6111784060;
CHIPTRONIC;6111446601;
POLSPORTY. PL;6112291158;
CONDO BROKER;6112663861;
SALON FRYZJERSKI;9531620438;
FIRMA HANDLOWA KAMENA;6111154152;
KANCELARIA ADWOKACKA ASTRA ADWOKAT;6111113555;
KANCELARIA ADWOKACKA adw.;6110006308;
KANCELARIA ADWOKACKA ADW.;6112612674;
KANCELARIA ADWOKACKA ADW.;6112506624;
KANCELARIA ADWOKACKA adw.;6111511830;
KANCELARIA ADWOKACKA ADW.;6111083297;
Kancelaria Adwokacka adw.;6112600197;
Kancelaria Adwokacka adw.;6112599502;
Kancelaria Adwokacka Adw.;6112445360;
KANCELARIA ADWOKACKA adw.;8941940142;
Kancelaria Adwokacka Adwokat;6112838036;
KANCELARIA ADWOKACKA ADWOKAT;6112429177;
KANCELARIA ADWOKACKA ADWOKAT;6112651906;
Kancelaria Adwokacka Adwokat;7542961515;
KANCELARIA ADWOKACKA ADWOKAT;6112236981;
Kancelaria Adwokacka Adwokat;6112836729;
Kancelaria Adwokacka Adwokat;6112830804;
KANCELARIA ADWOKACKA ADWOKAT;6112452087;
KANCELARIA ADWOKACKA ADWOKAT;6141537610;
KANCELARIA ADWOKACKA ADWOKAT;6111527417;
KANCELARIA ADWOKACKA ADWOKAT;6112314072;
KANCELARIA ADWOKACKA ADWOKAT;6112457417;
KANCELARIA ADWOKACKA ADWOKAT;6110000599;
Kancelaria Adwokacka Adwokat;6112329576;
Kancelaria Adwokacka Adwokat;6112697831;
KANCELARIA ADWOKACKA ADWOKAT;7123140274;
Kancelaria Adwokacka Adwokat LL.M.;6112713694;
KANCELARIA ADWOKACKA ADWOKAT;6112527098;
KANCELARIA ADWOKACKA ADWOKAT;6112487430;
KANCELARIA ADWOKACKA ADWOKAT mgr;6111000555;
Kancelaria Adwokacka Adwokat;6112682887;
Kancelaria Adwokacka Adwokat;7123225970;
KANCELARIA ADWOKACKA ADWOKAT;6141429903;
KANCELARIA ADWOKACKA ADWOKAT;6112557136;
KANCELARIA ADWOKACKA ADWOKAT;6112471050;
Kancelaria Adwokacka adwokat;6112822561;
Kancelaria Adwokacka Adwokat;6112816767;
Kancelaria Adwokacka Adwokat;6292441233;
KANCELARIA ADWOKACKA;8841104452;
KANCELARIA ADWOKACKA;6111216255;
Kancelaria Adwokacka;6111152331;
KANCELARIA ADWOKACKA;6662037181;
KANCELARIA ADWOKACKA;9730931939;
Kancelaria Adwokacka;6112332354;
KANCELARIA ADWOKACKA;6110006142;
KANCELARIA ADWOKACKA;6922386152;
KANCELARIA ADWOKACKA;8842672336;
KANCELARIA ADWOKACKA;6112799023;
KANCELARIA ADWOKACKA;8942730346;
Kancelaria Adwokacka;6112441161;
Kancelaria Adwokacka;6112552400;
KANCELARIA ADWOKACKA;8981896683;
KANCELARIA ADWOKACKA;6140002692;
KANCELARIA ADWOKACKA;6112406331;
KANCELARIA ADWOKACKA;8841097628;
KANCELARIA BROKERÓW UBEZPIECZENIOWYCH ADVISOR;6110051616;
Kancelaria Finansowa K2;6111133730;
KANCELARIA NOTARIALNA;6112236797;
Kancelaria Notarialna;6112327583;
KANCELARIA NOTARIALNA NOTARIUSZ;6112400475;
KANCELARIA NOTARIALNA NOTARIUSZ;6112542376;
Kancelaria Notarialna notariusz;6112830520;
KANCELARIA NOTARIALNA NOTARIUSZ;6111008686;
KANCELARIA NOTARIALNA NOTARIUSZ;6912186109;
KANCELARIA NOTARIALNA notariusz;6112138362;
KANCELARIA NOTARIALNA NOTARIUSZ;6111577645;
KANCELARIA PATENTOWA;6110007503;
KANCELARIA PODATKOWA;6111001247;
KANCELARIA PODATKOWA;6111010654;
KANCELARIA PODATKOWA;6111771063;
KANCELARIA PRAWNA ADWOKAT;6111015746;
KANCELARIA PRAWNA;6112505375;
Kancelaria Prawnicza Doradca adwokat;9141467029;
Kancelaria Rachunkowa;6941203684;
KANCELARIA RACHUNKOWO-PODATKOWA;6111447894;
KANCELARIA RADCY PRAWNEGO;5170173966;
Kancelaria Radcy Prawnego;6112556220;
KANCELARIA RADCY PRAWNEGO;6112315522;
Kancelaria Radcy Prawnego;5381712549;
KANCELARIA RADCY PRAWNEGO ANNA JULIA KRÓL;6141441732;
KANCELARIA RADCY PRAWNEGO;6112363662;
KANCELARIA RADCY PRAWNEGO;6111007184;
KANCELARIA RADCY PRAWNEGO;6111509247;
KANCELARIA RADCY PRAWNEGO I DORADCY RESTRUKTURYZACYJNEGO;6951498669;
KANCELARIA RADCY PRAWNEGO;6111538384;
KANCELARIA RADCY PRAWNEGO;6111093806;
Kancelaria Radcy Prawnego;6112533621;
Kancelaria Radcy Prawnego;6112813651;
Kancelaria Radcy Prawnego;6112439744;
Kancelaria Radcy Prawnego Radca prawny;6112097373;
Kancelaria Radcy Prawnego VIS LEGIS;6112566282;
FIRMA HANDLOWA;6112357319;
F.H.U DAKAR;6111427785;
MEDIC-DENTAL;6112278703;
MINI BAR ADAM i EWA;6111800215;
KAREX;5372142176;
KARFON - INSTALATORSTWO ELEKTRONICZNE;6111786780;
KARINA;6112216694;
KARKONOSKIE CENTRUM EDUKACJI I ROZWOJU;8851514476;
Karliki Team Projekt;6112492129;
KART KARKONOSKA AGENCJA ARTYSTYCZNA;6111077776;
DORADZTWO GASTRONOMICZNE;9491983369;
PMU;6112670660;
I Agencja Ubezpieczeniowo-Turystyczna BEST-TOUR II ADManagement;6112490320;
PMU&Tattoo;6112814343;
KARONET;6112599577;
GABINET LEKARSKI INTERNISTYCZNY SPECJALISTA CHORÓB WEWNĘTRZNYCH lek. med.;6111051854;
KANCELARIA ADWOKACKA;6111184762;
PRZEDSIĘBIORSTWO WIELOBRANŻOWE KON-BUD;6110111206;
Kasbart;6112837203;
MAGA;6111536267;
ELEKTRUM;6112503643;
STUDIO 84;6112511938;
be brown;6111366322;
C&C;6112823112;
Doradca Restrukturyzacyjny;6112436898;
Art Beauty;6112818157;
BIURO RACHUNKOWE;6161302442;
Stara Willa;7771117181;
SPECJALISTYCZNA PRAKTYKA LEKARSKA;7952250311;
PROJEKT;6112735543;
SALON URODY ESTIGEN;6112665469;
AKTEL;6111427176;
MEGA;6111549318;
KAWIARNIA CUKIERNIA FIRMOWA;8971008296;
KAWITAR;6111184058;
INDYWIDUALNA SPECJALISTYCZNA PRAKTYKA LEKARSKA;6161350412;
INDYWIDUALNA PRAKTYKA LEKARSKA LEK. MED.;6111773990;
FK;6111215959;
WSPÓLNIK SPÓŁKI CYWILNEJ GRUPOWA PRAKTYKA STOMATOLOGICZNA;6111034554;
POL - FRUIT;6111427590;
POŚREDNICTWO UBEZPIECZENIOWE;6111006256;
PRZEWÓZ OSÓB-TAKSÓWKA OSOBOWA;6111028370;
KD Software;6112706375;
PANEK FIRMA HANDLOWA;6111508561;
KEER Firma Handlowo - Usługowa;6111791410;
KEJ-TRANS;6112569688;
GABINET LEKARSKI NEUROLOGICZNY;6111037009;
INDYWIDUALNA SPECJALISTYCZNA PRAKTYKA LEKARSKA;6111031573;
FIRMA HANDLOWO-USŁUGOWA;6111498791;
FIRMA HANDLOWA AKCES;8581006800;
KIELPOL;6110003706;
FIRMA HANDLOWA;6112325377;
King of the Lock - Escape Room;6112581442;
KING-TAXI;6112444478;
KIOSK WIELOBRANŻOWY;6111016728;
FIRMA USŁUGOWO-HANDLOWO-PRODUKCYJNA;6111238630;
KP TRADING S.C.;8942232306;
KLARO STUDIO;8951777399;
USŁUGOWO HANDLOWA;6111642199;
KANCELARIA ADWOKACKA;6112439230;
KLIMA PROJEKT;6111413375;
USB;6111486782;
FIRMA HANDLOWO-USŁUGOWA;6111011286;
KLUCZMIX;6112485508;
WAREEXIM;6111205636;
SKILL NAUKA I TŁUMACZENIE JĘZYKA ANGIELSKIEGO I NIEMIECKIEGO;6110102532;
USŁUGI WULKANIZACYJNE SPRZEDAŻ OPON I FELG;6111032093;
PRACOWNIA ARCHITEKTURY DOM;9291424547;
KŁA - DACH FIRMA USŁUGOWO-HANDLOWO-PRODUKCYJNA;6111621642;
KMD;6112620917;
KMEDIA;6121511978;
KMF;6112608454;
KMK AUTOMOTIV;6112259479;
KMR SERWIS;7792447995;
Q-Net;6112494111;
KnowBetter;6112664079;
EUROSUDETY;6111898378;
JOMAT-GAZ;6110102029;
QUALITY;6112336837;
FIRMA HANDLOWO-USŁUGOWA IRYD;6112215097;
KOKO ATELIER;8671528436;
MOSTY KOLASA PRZEDSIĘBIORSTWO INŻYNIERYJNYCH USŁUG PROJEKTOWO-TECHNICZNYCH;6111163984;
KOLORYT STUDIO;6112835262;
FPHU;6111033046;
KOŁO MEDIA;9511148145;
PRACOWNIA ARCHEOLOGICZNO-KONSERWATORSKA;6111143349;
KOMINSPEC -;6112547161;
ELFEX;6111823937;
KOM-PLEX;6112636829;
INDYWIDUALNA PRAKTYKA LEKARSKA;8991441926;
KONFEKCJA DAMSKA;6111031188;
ZAKŁAD FRYZJERSKI URODA;6111733631;
KONKRET;6112836089;
KREATYWNI 24;6112161800;
LIVAL;7122846109;
Konserwacja i Naprawa Pojazdów Samochodowych;6111793946;
K.M.T. INTERNATIONAL;6112443800;
KONSTANS INWEST;6111137231;
Konstrukcje Budowlane;6112668479;
KONTENER-SKIP;6112451461;
KOPARKA JELENIA GÓRA;6112634167;
PRZEDSIĘBIORSTWO INSTALACYJNO-REMONTOWE KOPINSTAL;6111479003;
KORAL;6111146649;
FIRMA USŁUGOWO-HANDLOWA;6111646518;
KOREPETYCJE Z CHEMII;6111285517;
KORNER;6110152642;
KORONA;6111031805;
KORUND;6112228467;
PRZEDSIĘBIORSTWO HANDLOWE UNISON;6111093539;
TEKST DRUK PRZEDSIĘBIORSTWO HANDLOWO-USŁUGOWE;6112278666;
KOSMETOLOGIA;6111157133;
FIRMA HANDLOWA;6112270713;
Kostuń;6112583814;
USŁUGI KOMPUTEROWE IMPORT-EXPORT;6110051409;
FIRMA HANDLOWA;6111836868;
KOVA;6111557105;
KOWAL MANUFAKTURA;6112693425;
USŁUGI TRANSPORTOWE;6111020842;
KOWBUD;6112318897;
CYGNUS;6110112016;
SKANDAL;6112532900;
FIRMA TOMASZ KOWALCZYK;6111148803;
USŁUGI TRANSPORTOWE (TAXI-OSOBOWE);6111162335;
ZAKŁAD USŁUGOWY NAPRAWA SPRZĘTU AGD;6111020919;
GABINET ODNOWY BIOLOGICZNEJ- SOLARIUM;6112038560;
JUSMAR;6111010393;
P.H.U. AURA;6111805106;
SKLEP CERAMIKA SZKŁO S.C. RYSZARD I;6111058282;
SKLEP CERAMIKA SZKŁO S.C. RYSZARD I KAZIMIERZ KOZA;6111058336;
FIRMA USŁUGOWA;6112451627;
EGIDA;6111252736;
FIRMA HANDLOWA;6111222155;
POŚREDNICTWO HANDLOWO-USŁUGOWE;6111542196;
EUROPASERVICE;6111528552;
FIRMA HANDLOWO-USŁUGOWO-PRODUKCYJNA AK;6112585316;
SALON FRYZJERSKI;6111526748;
BODEK;6111873444;
FIRMA HANDLOWO-USŁUGOWA AKCES-KOM;6111779981;
KR AUTOCZĘŚCI;6112711270;
KRAJAN - AUTO SERWIS;6111660317;
FIRMA HANDLOWA ANAH;6111815079;
TEREX;6111175728;
ARBOR;6111028312;
KRAV MAGA JELENIA GÓRA;6112508830;
ZAKŁAD USŁUGOWO-HANDLOWY;;
ANDY;6110107446;
FIRMA HANDLOWA;6111366925;
KRAWIECTWO LEKKIE;6112204691;
Kreation;6112639489;
KREATYWNE MEBLE;6112539983;
PRZEDSIĘBIORSTWO SIGMA;6110004083;
FIRMA USŁUGOWO HANDLOWA LEIDI;6112693075;
KRIS;6111703742;
KRISPOL;6112527365;
KROPIELNICKI FIRMA USŁUGOWA;6111063834;
KING FIRMA HANDLOWO-USŁUGOWO-PRODUKCYJNA_;6112526822;
MAGDALENA KRÓL - AGENT UBEZPIECZENIOWY;6112232730;
KRUP;6161037069;
ZAKŁAD USŁUG ELEKTRONICZNYCH;6111017001;
RAIN USŁUGI KOMPUTEROWE;6111373598;
DAR-BUD;6112114829;
FIRMA PROJEKTOWO-USŁUGOWA JACEK KRYSTEK;7742095169;
EURO-BUD-INSTAL;6161112693;
KRYSTYNA ANNA GŁUSZAK - NAJEM;7690509592;
WYJAZDOWA POMOC LEKARSKA M. KRZEMIŃSKA;8871044200;
FIRMA HANDLOWA JARPOL;6111328712;
PRYSZARD GAMING;6112609169;
DOM-DACH;8862702448;
MAKAS-MED Rehabilitacja i odnowa biologiczna;6112152505;
PPHU DORIS;6112468579;
Lastark;6111052351;
PROJEKTOWANIE SIECI I INSTALACJI ELEKTRYCZNYCH;6112465457;
KRZYWY KADR;6112612823;
KSERODRUK;6111269323;
Księgarnia LIBRA;6110102101;
KTO MOVIE;6112600240;
DORADZTWO PHARMAPROJEKT;6111028387;
FIRMA HANDLOWO - GASTRONOMICZNA;6111239084;
DETECTIVE KUCEWICZ;6111480549;
USŁUGI INFORMATYCZNE;6111569551;
FIRMA HANDLOWO-USŁUGOWA INARI;6111246664;
KUCHNIE ODNOWA;6111788483;
TOGO FIRMA HANDLOWO-USŁUGOWA;;
ORZECZNICTWO PSYCHOLOGICZNO-PEDAGOGICZNE;6111862995;
PRZEDSIĘBIORSTWO HANDLOWO-USŁUGOWE;1130075327;
TRANSPORT CIĘŻAROWY;6111599894;
KulSkul LICENCJONOWANA SZKOŁA JĘZYKA ANGIELSKIEGO;7842220131;
USŁUGI FINANSOWE;6111189819;
AWA;6112179881;
P.P.H.U. KUMUĆ WALDEMAR HURTOWNIA ART. SPORT. SKLEP SPORTOWY OLIMP;6110110069;
PRZEDSIĘBIORSTWO PRYWATNE OLSBIT;6111159942;
KURIER;6111712936;
KURIER 24;9222532475;
KOMERS;6110004108;
PRZEDSIĘBIORSTWO WIELOBRANŻOWE MARENA;6110200803;
TRANS-EX;6112409200;
FIRMA HANDLOWO-USŁUGOWA;6112226149;
BIUROKRATA;6111148861;
ZAKŁAD FRYZJERSKI -;6111132340;
KWANT Przedsiębiorca;6263028743;
F.H.U. MIKI;6111119291;
KWESTIA PIĘKNA;7492052643;
KWIACIARNIA LIWIA;6112131963;
KWIACIARNIA MALWA;6111763135;
KWIACIARNIA POPŁAWSKA;5641508344;
KWIACIARNIA ARABESKA;6112786144;
KWIACIARNIA AREKA SIWA DOROTA TERESA;6111112604;
FIRMA HANDLOWA;6111164848;
KWIATOWY RAJ;6111296811;
LABOR;6111135717;
PRZDSIĘBIORSTWO HANDLOWO-USŁUGOWE;6111000880;
LADYBUG;6112825447;
LAKIERNIA -;6111619711;
LAK-MAL ELŻBIETA JULIA ADAMEK;8842206545;
ZAKŁAD USŁUG KOMINIARSKICH;;
Laser Protect;8992294025;
Lash Clinic;6112810339;
LASH STUDIO BY;8952147039;
SPECJALISTYCZNY GABINET OTOLARYNGOLOGICZNY;6111313343;
LAZY DEER -;6112230300;
LBC PREMIUM;6111117369;
LDM TECHNOLOGIE INFORMATYCZNE;6112318839;
LEAF;6110101567;
lek.med PIOTR KRUDYS - INDYWIDUALNA PRAKTYKA LEKARSKA;5321205671;
BIG FISH;6111018213;
LEMONPIXEL.PL;6112272445;
USŁUGI INFORMATYCZNE;6111779171;
Lenke Wear;6112678785;
LEO DACHDECKER MEYSTER;6112804273;
ELEKTROMECHANIKA I MECHANIKA POJAZDOWA;6111047404;
LEPSZY START TERAPIA PEDAGOGICZNA;6112589159;
Lesportif;6112829161;
KOS PR Media Sport and Research;6441680205;
FIRMA HANDLOWO-USŁUGOWA MEFISTO;6111696781;
Let's Code;6112823170;
LEV;6112827222;
POLON;6110101656;
HANDEL HURTOWY DETALICZNY I OBWOŹNY;6111715509;
LIBERTECH;6112679715;
LIDER-ONE;8851121593;
Księgowość Online;7451806200;
FIRMA HANDLOWA;6111359836;
PHU GREGOR;6111798122;
FIRMA HANDLOWA;6111568267;
FIRMA HANDLOWO-USŁUGOWA;6111087556;
USŁUGI I SZKOLENIE Z ZAKRESU BEZPIECZEŃSTWA, HIGIENY PRACY I URZĄDZEŃ TERMOENERGETYCZNYCH;6111002465;
FIRMA HANDLOWO-USŁUGOWO-PRODUKCYJNA FOX;6111292486;
JELENIOGÓRSKA SZKOŁA PRZYSZŁOŚCI;5341224045;
LISI PAZUR;6111773665;
AUTO SZROT;6112688708;
PHU EWA JANIK;6111156464;
AGART;6112684515;
LIS-POL;6111729629;
LOCHERT AUTO-SERWIS;6112634776;
LODOWISKO;6112474597;
Loft Hair Studio;8862033645;
LOFT INVEST;6112682485;
Logike;9121773088;
Logomotywa Gabinet Diagnozy i Terapii Dziecka Logopedia, Terapia Ręki, Integracja Sensoryczna;6161455915;
LOGOTOM.;6111487681;
LOK-DOM ZARZĄDZANIE NIERUCHOMOŚCIAMI;6111815487;
ZAKŁAD USŁUG LEŚNYCH;6112344179;
OLEX FIRMA BUDOWLANO-INŻYNIERYJNA;6111016970;
L-PROJEKT INSTALACJE SANITARNE;6112677610;
LS2 Design;6112731999;
Zakład Fryzjerski;6111037185;
Rstudio;5291777373;
TAKSÓWKA OSOBOWA;6111844431;
LUSI;6111339035;
MALCOLM;6111276056;
LUNA_BEAUTY;6112833369;
Luxury Nails by;6112835109;
LW VENDING;6112393031;
ASTOL FABRYKA OKIEN;6111006345;
SALONIK OPTYCZNY;6112233623;
Ładziński Produkcja Specjalistycznych Pojazdów;6112089600;
ŁADZIŃSKI ZAKŁADY METALOWE;6111024449;
FIRMA USŁUGOWO-HANDLOWA EKO-AVANGARDA;6111084196;
ŁAŃCUCH ŻYCIA;6272545366;
PIELĘGNIARKA ŚRODOWISKOWO - RODZINNA;6111217208;
ZAKŁAD REMONTOWO - BUDOWLANY;6112145586;
FIRMA HANDLOWO-USŁUGOWA POL-MAX;6112259870;
BIURO PROJEKTOWO-KONSTRUKCYJNE BUDOWNICTWA OGÓLNEGO PRO-POL;6111164601;
USŁUGI KOSMETYCZNE;6111043582;
BROTMAN PRZEDSIĘBIORSTWO HANDLOWO-USŁUGOWE;6110003741;
INDYWIDUALNA SPECJALISTYCZNA PRAKTYKA LEKARSKA;6111639240;
INDYWIDUALNA PRAKTYKA LEKARSKA;6112600085;
FIRMA HANDLOWA;6112334318;
TRANS EUROPA;6110001386;
AGENT UBEZPIECZENIOWY;6111329918;
HANDEL;;
SKUP SUROWCÓW WTÓRNYCH, METALI NIEŻELAZNYCH I OPAKOWAŃ SZKLANYCH;6110109273;
FEMIN;8871572063;
Kitchen Dreamer;6112612013;
Twoje Meble;6492041202;
GABINET;6112799767;
Software Development;6112806800;
PRZEDSIĘBIORSTWO HANDLOWO-USŁUGOWE WIRAŻ;6111110864;
WIELOBRANŻOWY ZAKŁAD HANDLOWO-USŁUGOWO-PRODUKCYJNY;8840029145;
LYCZAK BAU;6112546776;
M & K;8271066831;
M.E.N. FRYZJER & BARBER;6111583858;
M5 Pracownia;6112657062;
PRZEDSIĘBIORSTWO HANDLOWO-USŁUGOWE;6112609873;
PRZEDSIĘBIORSTWO WIELOBRANŻOWE;6111829561;
PRZEDSIĘBIORSTWO HANDLOWO-USŁUGOWE KLAUDIA;6111139514;
P.P.H.U MERITUM;6641789220;
PREMIUM BUD;6112695849;
ZAKŁAD USŁUG POGRZEBOWYCH HALMA;6112517450;
TATUAŻ;6112321942;
TRANSPORTATION ENGINEERING;6112801978;
IT;6112627888;
Project Partners;6112316102;
USŁUGI IT;6112826990;
KAMONA PRZEDSIĘBIORSTWO WIELOBRANŻOWE;6111019856;
NAWIGATOR;6112377960;
MADAGASKAR;6112283288;
MADLEN BUD;6112524728;
MAGAJWER;6112586505;
Razem Ku Szczęściu;8992569203;
USŁUGI PSYCHOLOGICZNE;6112491561;
Indywidualna Praktyka Lekarska;6111430652;
Event Planner;6112762646;
- PRYWATNY GABINET LEKARSKI,WIZYTY DOMOWE - CHOROBY PŁUC;6111322075;
MAGIC DECOR;6111205777;
MAG-LOOK;6112710000;
MAGLOWANIE;6111028921;
MAG-MIR INSTALACJE;6112407017;
MAGNOLIA;8951741852;
MAISON LAMBERT AUTO LAMBERT;6111016800;
MAJ;6111281258;
Studio Terra;8381828845;
MAJA OLGA WAGNER;6112518998;
- CYCLING PROMOTION;6112459764;
ROBOTY WYKOŃCZENIOWE WNĘTRZ;6112539894;
AGENT UBEZPIECZENIOWY;6111646808;
makeITquick;6112294866;
MakeYourBrand -;6112543223;
PRAKTYKA LEKARSKA;6111899314;
MEDI;6112432452;
MAKRO BEAST;6112815360;
QNDZIA DEVELOPMENT;6112690533;
MAKTRANS;6111797424;
MDM - FLOOR S.C. DAMIAN MALIK, MARIUSZ MALIK;6111373049;
MDM - FLOOR S.C. DAMIAN MALIK,;6111719795;
OMEGA;8971518844;
ULTRA;6111768138;
MALOWANA SZYCHA;6112208370;
MALOWANE;5842616833;
KANCELARIA UBEZPIECZEŃ;6112246554;
FIRMA HANDLOWO-USŁUGOWA GOMAR;6111563123;
PRZEDSTAWICIEL HANDLOWY;6111223812;
GABINET TERAPII NATURALNYCH MAITRI;6111106199;
ADLER;;
MAMON -;6112210183;
LABOR;6111733022;
MANDALA -;6112622460;
TECHNIKA GRZEWCZA;6111047752;
MANUALNIE NATURALNIE;6112353480;
Manu-Art,;6112471759;
MANUFAKTURA;6111242979;
Manufaktura Piękna;6112700094;
MAPA BIURO GEODEZYJNO-KARTOGRAFICZNE;6112495381;
MAR - JAN;6112415347;
MARBUD;6112208631;
BARWA II BUDOWLANIEC;6111049745;
MARCIN ADAM WOŁOSZYN;8641759148;
MARKET DEVELOPMENT COMPANY;6111105892;
GEOTREK;9112010563;
Spedycja;6112687554;
FIRMA HANDLOWO-USŁUGOWA SENIOR24 PRACA ZA GRANICĄ;6111717862;
USŁUGI BUDOWLANE, NADZÓR BUDOWLANY, KOSZTORYSOWANIE;6111563821;
A-B;6112428108;
IT;6112817608;
GUT-MAR;6112425185;
MAGDA M;6111031277;
ZAKŁAD USŁUG REMONTOWO-BUDOWLANYCH I INSTALACYJNYCH;6112139692;
TELE TAXI;6111648339;
KANCELARIA ADWOKACKA;6110005154;
Manufaktura Wnętrz;6112655229;
MARDO;6111449137;
FIRMA MARCO;6112578440;
POCHO;6112394881;
- ZAKŁAD TECHNIKI MEDYCZNEJ;6111419449;
MARGOT;6111537686;
MARGOT;6112440983;
KWIACIARNIA IMPRESJA;7961685876;
LORA;6111021296;
MARINO - JG;6112500656;
EROTICA STYLE;6112090804;
MARIR;6111296478;
MARBUD;6991233061;
ZAKŁAD USŁUG KOMINIARSKICH;6111101724;
USŁUGI REMONTOWO-BUDOWLANE;7962738014;
BIURO USŁUG I INFORMACJI LUPUS;5212315828;
MARK-POL ZAKŁAD BUDOWLANY;6110001452;
MARLES;6111151219;
MARLES;6112438331;
Marlight ims;6112484532;
MARLO;6112813881;
MARMAT;6112411378;
MAR-MED;6111239693;
MAR-POL;6112313871;
MARPOLIFT;6111764175;
MARSZAL;6111670540;
Kosmetologia Estetyczna;6112623761;
SECRET DECORATION;6161499930;
MAKE UP BY MARTHA;6112474060;
MAR-TECH;6111099200;
Shopping Team;8851556581;
FIRMA USŁUGOWA;6112327494;
MASZYNERIA. PL. EKSPORT - IMPORT MASZYN;6111473880;
MAT;9531642196;
DROL CAŁODOBOWY PARKING STRZEŻONY;6111114158;
MATEO S&P;6161518490;
MATERIAŁY ARTYSTYCZNE, GALERIA SZTUKI BASZTA;6111017573;
FIRMA HANDLOWO-USŁUGOWA MAH;6112417636;
4 Agile Values;6112819352;
TRANS;6112735394;
remonty i wykończenia wnętrz;6112635899;
Kancelaria Adwokacka;6112467485;
NADITEL ZAKŁAD USŁUG BUDOWLANYCH I ELEKTRYCZNYCH;6112600174;
MAT-POL USŁUGI BUDOWLANE;6112567301;
MaTpq;6112796088;
Mat-Sped,;6112797509;
MatTrans Wypożyczalnia samochodów pod turystyke;6112804020;
BUD MAR;6112657984;
LEANDER LEON FIRMA HANDLOWA;6111044216;
LEANDER LIDER;6111023289;
FIRMA HANDLOWO-USŁUGOWO-PRODUKCYJNA GUTEK;6111314377;
FIRMA USŁUGOWO-PRODUKCYJNO-HANDLOWA JASTRZĄB;6112561103;
M-AUTO;8561432770;
MAX Consulting;6111525507;
MAX-CENTER;6112108823;
MAX-HOL RATOWNICTWO DROGOWE POMOC DROGOWA;6112747500;
Firma I: SPECJALISTYCZNA PRAKTYKA LEKARSKA JOANNA MAZERSKA Firma II: CERAMIKA ARTYSTYCZNA WUTREND JOANNA MAZARSK;6112277810;
AN-DAN WIELOBRANŻOWE PRZEDSIĘBIORSTWO PRODUKCYJNO -HANDLOWO-USŁUGOWE;6112375470;
TAXI OSOBOWE;6111043062;
FIRMA HANDLOWO-USŁUGOWA;7742464997;
FIRMA HANDLOWO-USŁUGOWA SUKCES;6111593472;
MB Adiutors;6941672338;
MB OPAKOWANIA;6112431406;
MB Pro;6112299042;
MB SERWIS;6112071824;
MC Beauty;6111120696;
MCC;9141221736;
MD Rafał Dżygóra CONSULTING;6161310192;
MDJ NIERUCHOMOŚCI JELENIA GÓRA;6111635532;
MDK-BUD USŁUGI REMONTOWO-BUDOWLANE;8981107551;
MDS;6112423447;
MEBLE LUKAS;6112385238;
MEBLE NA WYMIAR;6112626305;
MEBLE TO MY;6161085789;
MEBLE TRES -;6112394332;
mebloartyzm;8571212107;
MECHANIC GARAGE;6112461962;
MECHANIKA POJAZDOWA -;6111728044;
MECHANIKA POJAZDOWA;6111036487;
MECHANIKA POJAZDOWA;6111730590;
MECHANIKA POJAZDOWA;6111093048;
